,wallet,总利润,盈亏比,最大盈利涨幅,最大回撤涨幅,
165,2JY7BeGgSaFZBDFd43egfqA6nDWTfcJ4v2chWdxqDmdt,2741.507487,1.736520823,5.23632351,-0.922026512,
467,ZivgMwAvKtEbGMZDJTUDah7cnq8vdmyDTGUuju1TKCf,1138.354963,1.731213196,4.847144262,-0.922504236,
297,6qk2YavvXuYwQNNug7ijQ7jj3VZ6o5NmLj4Xgc5VerVP,2447.445055,1.72919587,1.432276705,-0.889166552,
340,EFSDnp2WAnuBbxQ8HbTo6zSaWMj8JW15GDM7DR6dx6g5,443.4322452,1.726638536,0.926452097,-0.32715597,
415,9WV1AXW4rbhzXvzU3JLnAE8DDhwD496r8DW3LCVHnj2b,598.3901533,1.700954683,1.086412927,-0.489877207,
475,4Ec8F1iWmkXDF9AgHggrzPrKP2Rsz9FiUKVHHxHK4mjR,1075.59085,1.67669675,0.950625921,-0.851315459,
482,8PX9ki4F8dGqqYsftyhE3RUB4MyCavDQgLqjWo3QCFST,2236.156715,1.661646884,4.723153074,-0.871826277,
189,jrZwuhUCEhzd3pqB13pqfNKxfKk9HGCQVWi5BPMyXjJ,1094.143338,1.652901545,0.601722831,-0.308166784,
25,Bh5izrVz8aqtNUrRVcmD9YBweEwKtGpr9WjcJ9vbwb2A,1660.143521,1.634072791,2.037382021,-0.525313026,
106,9UatH8EignAhBZcvgWt9LVJjKwq61FmWnxFNJpHc7tng,488.4358155,1.633954032,1.958853501,-0.428441557,
357,78k1dwKZqBQR9EeQDVtQvxG6bVrq488mS3Tn82tn4kTV,432.0991544,1.599830278,2.796911936,-0.797826046,
149,CUn7rtn1spmi7SXyCHu6vYwximwA5H697YLfHkUJP3UA,3517.8935,1.597258234,3.418120628,-1.00000141,
448,EMRadEmoBYHrahaTFwCJSPmmkWakmtJqKJGEEtEH2Qdi,1734.112357,1.572010861,3.039511246,-0.711819518,
325,CsRFquMyhnSHCYhivFxWwb11dKsV78LMTByHEZ7oNYX2,1704.074922,1.565510599,5.473061405,-0.99424684,
19,6pPZMQ6HUe6yfSRFBoqeULFHgeNdQLnTPGQwG7p3jrrx,1525.027571,1.561544407,3.461667247,-0.984832085,
336,A9JLuiEkkrxRMXu8T2R3ici8zXkSZLXoDYDU4x9cXsfn,2871.824901,1.555477204,7.07829538,-0.785832513,
289,9tKVWnKQMUaCykCXmrAwNgG2bbhuquoJrzczNefzEQSk,253.7952351,1.545923566,1.38814358,-0.488781668,
137,UqqjrrK5D2yiu6tD5FFWTNU7nC2mYWxVREBbYmjr4ur,4931.768051,1.540858433,6.942047687,-0.865789312,
167,FRWZg1PZfSK6okkmo7BMAwbnBF5kE9ZzdqPa4eAt7n2P,2423.859091,1.537081574,1.495763487,-0.482985942,
371,DsM6BcWMSDsvR3d2sRAu1YZA81ZseYq9QRjsCfiXqcDD,883.9909368,1.507600979,1.859511763,-0.705283822,
503,EGnBFUxGVP64cEZ4pktpvKkBjBFsS3CZEGGybSGghpkq,2216.116378,1.504399768,2.546685826,-0.825880835,
278,BFchQ5ZgdAZTU5ymDzWnEekkttLUSem6Md6XoCFExxdc,363.0262216,1.480452588,2.639460664,-0.714165081,
68,AQkqK7WotCedDiUmL8nZsNxFtETedxq2AwuZGuvGSkGf,289.1072845,1.479305072,1.019679083,-0.521026951,
302,3ENjFrucTNiYR5qQgrC5EeUBd8rJW8kQsTExDB9f1DuW,4174.082802,1.478779883,7.14587761,-0.573906063,
341,83FRt66kVwBQ3domXz8qcMj3B3Cg5mAccLDm6n8JPPhg,3221.898489,1.475696381,0.822299621,-0.556753824,
27,79KhbGut2DNwzARB35LJ4DzHmxLCqfp8JZhFqcf9mJhQ,687.5009036,1.453299153,3.041102118,-0.539647926,
356,Attre6eJB3erC4MKNSHm2Xdoho3rGPDDXHqpxPAvezLa,541.5668123,1.44928358,1.269572833,-0.681627979,
141,DRk43uA68RWDTbqG5shx2F8Jbd78dxXFbce8dMSyw57m,382.1603704,1.397616028,2.058354867,-0.675901372,
359,ExrsKrrBjDqCaXM3VZ4LH7z9XbVf6dUfLLMGn2Z55pzK,812.9765767,1.377149968,1.553720818,-0.942821316,
180,FL5prBXk6448BPxenFzTbyZ7iZ8BFJDgc4567LGtMzFx,1976.636707,1.373743732,1.375379027,-0.445231645,
495,5FMkJh67M9KV5jrFn1WRsanHXd7cd6ESY7rAMuRKdj48,1361.526518,1.368579023,21.51723784,-0.988479986,
176,G8ocsh1vge2pM67idfVn4DeS8BRwyJZSnBwHsFhCT2mC,3078.781265,1.311891855,2.679237569,-0.838412479,
169,5nuY9nzbBBm3J3tPfN1EnoT4qqcCQcxojL27aV3Q1GPD,1236.879047,1.296836304,2.024017079,-0.688228633,
194,CAZ2Cy8a2bGufA5odBLD5iRduT66BdZ9UgRbZvg87Hs9,179.3881141,1.271429804,0.797133259,-0.630198431,
240,2TXxm8MnkAFFhdY56itNrMDmV6g9c9CbycDi8QR7aLk9,2609.812865,1.264766327,1.351435697,-0.724428667,
439,9jYy5AAtwFvmunxb6KGiaaapiizSzf9s6pd8nAMVu3RT,173.329063,1.245283085,1.553379759,-0.652024343,
54,En6oSM1vVQHRCt8q6PeaaTBVpv7gb2KFAwvXZXRSDEsb,1005.521054,1.230883913,4.01752366,-0.493552818,
412,CzbFYfr5HmRUhk4GB5Z5bwscMZPqDwdhYx6j8mMgryS9,1280.881213,1.225203307,0.920331483,-0.73297326,
20,F8E9KvxjGY6NbBvrb8M6JLNwqewdGpm9RyWcxkdqGkX,267.8374667,1.216888911,3.024795875,-0.830626344,
471,FKDGcPkRHufxJeZUcJV5n7wUAtM5eBNCuuLX95e33d5i,913.2855139,1.184632597,3.638096959,-0.943366494,
187,12VeE7FgpMBh2kqZqAy5SoujKmy7mq7xUQbXXuPrisQi,643.7374008,1.137552278,1.63394841,-0.798359892,
303,CQ9cJLVgSHYFLFSKo7ZSXN4N4mzd4Mh7RZU2Ngbw17gP,14892.07782,1.122000633,2.867781925,-0.931662993,
333,9qtAhzfYcA61t3iYGySoGBYbdpxwxC6x17LstMLkcEJD,308.4958893,1.11369676,1.766418772,-0.936203989,
478,9Bf1QGt8AQmFFkShbaHd8N37QtkHpbYHjCcmCCzZhkak,57.23414917,1.095352138,1.490284206,-0.583492766,
474,GKnG8NWejxLSjVVcWV3kbPBZXLGFY6aUZLFfBKGBL2am,256.4288598,1.093819929,0.84718212,-0.74450513,
468,9T7ctKfZhoVY74YVNmSQxEhK7p4cCBKcJi2kTU5BC4E6,121.0995359,1.079307424,0.873357685,-0.595670991,
129,5QtGnLSuK1e6rrGouxfFG5ZW394EjbSVRCwGMtVSZaS5,278.9691695,1.076238831,1.331830411,-0.694279898,
476,4spByDRhNrNidQhSBfne7mA6gPFwYidiVzNurwAUesaU,151.0288052,1.07476159,2.588395854,-0.879248796,
5,5WJgXMwsG1P7qxJFga89zH3TS9Ab4LxAvZwFwn1jLpYB,255.9770496,1.03656303,3.360437836,-0.698834686,
301,D6vJdKrqUSHxBjHZj8ZymVweD5UeqgDQ6hchDuHvxn4p,44.43176715,1.034933129,0.835524221,-0.749767697,
422,64wWVF1CRkXCmQyz9XGVregdrorVanBPrCHoZMYA7vrW,124.5032192,1.027349671,8.809219788,-0.911184714,捆绑钱包冲盘，不能跟
319,6abh1LC8jgnnmV3URhkRH5MmYMwQCTScYyWhxN2mAVQ9,20.27260896,1.002513021,1.89624266,-0.959463518,
472,C2tgNhPkkTnhvmUWcdsYb8Qfityjyxk2bbkyFuW7jyB9,-25.98493973,0.996921638,5.86562419,-0.98802983,捆绑钱包冲盘，不能跟
484,4gTEkDoeXxjkonjQFu5wTaZpRHPZKCrM2J19ZGxqTXhQ,-239.6637837,0.941511134,2.425139712,-0.973849021,
451,7YdYvPWQfZmyHUBVFP1sHxLzTuLvjdvgS7a3T7bgtxWY,-379.0051386,0.941252567,3.194871104,-0.906265398,
316,38mSzuTgvTxSuZRwaiXRLdp63VejYESefGUsrwM4bWGN,-127.658203,0.92485825,1.011377039,-0.977651195,
296,EdpzapayWPJcattAT9RAxWZoWYd4YXHxHj2iKwxumAkn,-147.3182587,0.911667923,0.88067538,-0.544788465,
46,ENUfTb9YKESAXpsmAduNQynSXTVx9Hdge8kpkPS2xMDH,-280.7679847,0.907667086,1.460480163,-0.999792826,
453,8vNFW3XL9eJhSTuSCbHf9c6NoiLirCNjsKu9XiFJF6Qv,-94.08651201,0.880180313,1.605038827,-0.744361343,
308,8MCYKoaqtX9UrQsDTkiRWswv7n4ReEMTD3uav1Xwar4q,-177.4257829,0.876398546,1.094314197,-0.933289979,
218,8DCjpFqRaxibjYDrFEXAge5hrBtFUq2VeYWgZvZFqRZn,-295.4988254,0.84517475,0.757349887,-0.823620547,
506,C95Wx8QAPoDDz9PEd85mWfDGbEpB8JX6wDFKf3AXcKQb,-767.6191803,0.844995421,1.565192255,-0.981892539,
463,3Vcd35prJgKkcvF1SSimFHanEvq5GS15RsnbWuM8XKPp,-326.0386074,0.833592388,1.918328798,-0.998144062,
410,6JSYpg7Zd6xpXobxcecVb34dbut8EnYLvVEKM9ZQhFPx,-177.7790257,0.816426654,1.591167272,-0.573615115,
238,3b4TzCqe3QUkrCNjD9Uk8XoAvmtZRE65Uix2jDGNa148,-1101.636437,0.811293241,0.935858979,-0.933018507,
251,CwMhRbmFCTeSc6QsbYQd2dYFi7XWySZAPwfNp8Ma6fgH,-397.2359729,0.79556731,1.467823712,-0.860526299,
38,EyTmhwPpEUxtquupc8mmnp3bSiJbqak37Lt8gvCFNQkP,-754.8861852,0.791218175,1.664763527,-0.953053108,
213,96gExySSXX7K8dSKBVxm2zRDrfuvX6MStAL2LReh4ioP,-207.7228481,0.777131772,1.641101054,-1.000000308,
460,EwWW8r6nZJpb3CBSzJsw7rLCNw8hqcVkCD7CoWauuBYv,-278.3296253,0.775645077,1.305772052,-0.979195589,
17,HN38cjE5VGLqMos78cAEM8tT6gAhzNqJ86m6jnW42Ear,-2766.675933,0.775244261,0.620615505,-0.952488981,
214,CzFP4C7M399Aw1GF61N3jmRXAFvZo12pkcgCmReidkdt,-385.1805785,0.772328755,1.762180714,-0.981836793,
466,8vgQ2RdB233WJWmFegio5Du4WawiTmrPPMxCYj3GKVsa,-1623.586294,0.768451418,2.112895137,-0.996548446,
52,9qn9pSoXmpJ8a9gS3xK55vABqeVthictDrztUuFF7VJG,-3405.855239,0.756325366,4.210465367,-0.919145266,
317,Ea6Z9zQhbbwJQLv8BYCJZXxNyLCbrE5j5nFucLpqqn18,-1602.682088,0.746892544,2.39731296,-0.744380129,
133,9yc7yeeVzCvkxJrTJoni6oYGq6yQY8xAm8W8VoNptKdn,-473.7240669,0.743741832,2.475983948,-0.838006574,
434,7fDrbDeERW8a7L1PtZW8wKLqqWN2wi7QGK472BsP5HS,-537.8023522,0.728217861,1.81964896,-0.66834397,
486,sKYtmqSeTtFuGEz6GkJJEqbmMe6jMDaoGZqWiNgTy2p,-1572.276414,0.709727637,1.211049182,-0.835502147,
31,G9gDSDJXb8iXrtvzq2vpnTjZhfn2Ts577Pav3V2pADhH,-19467.00843,0.688786444,3.925546394,-0.971613303,
257,DjTY7oVwfq8QUurqUNqfyH4omKCSwuS2pDKZuEnsE41k,-1550.953266,0.662276799,5.500058082,-0.9903829,
102,DSarLKfuhEMprdmkva8a1MAdYj73AzZ4wbCsfwHsQ31Y,-1094.210348,0.650972225,0.988890778,-0.901217576,
365,4jBgcxuekDCPGxPXMdj7RB9rcPkN875QxQFUgm6TJyGw,-511.0459662,0.625617135,0.837908666,-0.929800262,
393,2u15QH9hRKXnsUoEyYsZ2iiizeDDnZTtUcz7y3rgB5gq,-6052.876671,0.623181652,9.887437583,-0.895245982,
252,8Knp3RDE3AhV6grqaUjH9exVoqmZCSMkCVgRkhs5Vm9h,-1807.211085,0.604581811,1.487194722,-0.596309387,
97,A8eZVPzjHKL1AhtDkxeMjR1aQQpMkDXcqAAFKgoAYEvr,-1055.075903,0.598936207,0.93745945,-0.928248067,
358,74sJgDB4okRjqwAtJKDZrwZUb4qQB9CHfYwJULaqDXcV,-910.127301,0.598876836,1.639783132,-0.857922826,
401,FcfvTdHK6uqD7syFRWAuAM1nhDo6xyoUiuZdkHQ8vWCz,-3312.94732,0.595792734,3.051418471,-0.892784751,
174,27WXLj5ZjBpj8XrhbcV7DURss9BdVb4NdJb152dX5mLG,-1118.704277,0.588280179,2.116285183,-0.952527485,
108,7eAxpvQUeo3st6H1R1ZQH8iSZ7Mgb39QxsmFja5StHAE,-2373.878654,0.580490382,2.947911884,-0.881446726,
159,85Krbw3RYvXbBjc5QraoLWdKGZv1MqiSmiRSfKkVbh54,-836.5069498,0.574478092,1.107105984,-0.86129885,
383,Gtdu2g9jeYU7PUuXbbfVocmRgr8GDJ7uC8DN361JmSnN,-7522.844771,0.567919265,6.276044035,-0.999999999,
305,1Tkw8KpT4FpoAGDYPCKtraMdUJvEQDk2FQ7goXaWoXa,-1014.795832,0.532672296,1.64458187,-0.854065542,
11,E9KE8Bb9GuFfmr8yY7g3nKP6ZxVS1b4nqhX2zXLHNctS,-4010.260624,0.520713202,2.436227189,-0.986634866,
109,4Q2GZ3YbjS6N38JKUvtaN851wEfYJBESdrcoBqxP8gCY,-966.8749536,0.514084068,2.520060276,-0.687728773,
81,7CnmBLchSPQsCBPSG9Mf1d8AnjLfHWAmPK9v7dESqBkT,-684.7078973,0.511339066,1.759666386,-0.932301212,
16,6UKh9YHRsEkuinGwgRre6Vbz2zATvbvFCBsUHSaaxZz2,-9476.969696,0.511325414,7.62070435,-0.94046561,
437,4Fw3uAar2vLCaw2FmTa7L5Un6D446ANW76SH4jGvngKD,-655.1159927,0.493949757,0.916434218,-0.64193682,
267,G9LsuiZvTNEzfuCHihxH7RQ1XiaAjEk2XrB1w8WDuipk,-1228.973061,0.491862732,0.555182424,-0.94152968,
259,2462iPR7d3zXsoucBQXqTWu7G1jS1AAEUHAc4HZ3Dhkd,-10223.66137,0.478573728,1.252825903,-0.908805554,杀跟单
76,ASZRL1BLLiuQLFKDqP3uaM2KcdQruY3KiXAkopaVgQ9Y,-983.798663,0.475846269,1.491289138,-0.821020412,交易记录太少
119,AjCVW87KccYWV96Qzh2dPczqi76AoJKyrYJwFoafEMSd,-993.7454085,0.412525642,0.915233643,-0.559850008,
48,6LExwBnoKZjWMracDFEZqnqwevRxotKmQJ6JwKybNi9W,-3163.512177,0.372096316,1.832965179,-0.993435277,
277,EweggVE5eSFaCHg9xhNDiZ5BcXE1reHfPcLjt9vUmVSc,-7937.976135,0.370530313,0.735539815,-0.959338102,
372,Hcwa5h6v5STSxqRvwcENoPbMyE2JJXn4voWrXjN5y54g,-546.1900866,0.349413786,1.001977451,-0.885628474,
229,Co3UjQihisiG49g3WaginkuhuzRF8kSqQh4T1zVnotRT,-5081.559235,0.330609044,1.234722662,-0.91088553,
382,3R74wVWaG6utd2xbo9YLhTETiNqde4rzQUnRXDzuRYkn,-5364.805256,0.293251741,1.476944304,-0.85933226,
395,GyP8cXTsQjpDjCaLQ3C6u8CUYcHY9ir8RjYGFYAUyHU3,-9392.29752,0.257296206,4.971722501,-0.637747269,
112,4iX7q5PtXiXD7cBfHNpEqCqDHRUazuA36yUeWtJRXQ5o,-3192.027117,0.251872491,1.334340984,-0.926393659,
222,J73WM85ZnEpxFo9MnZzAEcvzJTHDDhkNWgJFz915CdbM,-4472.285158,0.163677373,1.773876505,-0.706766158,
290,EpMa811dGMzVCb6auhcSZL2EH5AzddDdNCM78TyMnutG,-41086.45265,0.121730059,2.011676671,-0.689022937,
173,Azkq716frhMJo586VVyrb3mEzGzMo5uPZeLsoFY1HEyR,-1352.450922,0.086451512,0.612533215,-0.665584313,
